date,usd_vnd_close
2016-09-06,21963.0
2016-09-07,21998.0
2016-09-08,22004.0
2016-09-11,21916.0
2016-09-12,21975.0
2016-09-13,21902.0
2016-09-14,21940.0
2016-09-15,22092.0
2016-09-18,21920.0
2016-09-19,22020.0
2016-09-20,21878.0
2016-09-21,22003.0
2016-09-22,21950.0
2016-09-25,21940.0
2016-09-26,22018.0
2016-09-27,21956.0
2016-09-28,21945.0
2016-09-29,21797.0
2016-10-02,22004.0
2016-10-03,21888.0
2016-10-04,21983.0
2016-10-05,22026.0
2016-10-06,21829.0
2016-10-09,21994.0
2016-10-10,22000.0
2016-10-11,21954.0
2016-10-12,21891.0
2016-10-13,22025.0
2016-10-16,21926.0
2016-10-17,22006.0
2016-10-18,21966.0
2016-10-19,22038.0
2016-10-20,21967.0
2016-10-23,21986.0
2016-10-24,21953.0
2016-10-25,21995.0
2016-10-26,22022.0
2016-10-27,21820.0
2016-10-31,21916.0
2016-11-01,21899.0
2016-11-02,21962.0
2016-11-03,21900.0
2016-11-04,21895.0
2016-11-07,22008.0
2016-11-08,22027.0
2016-11-09,22316.0
2016-11-10,21984.0
2016-11-11,21997.0
2016-11-14,22066.0
2016-11-15,22067.0
2016-11-16,22381.0
2016-11-17,22272.0
2016-11-18,22215.0
2016-11-21,22191.0
2016-11-22,22177.0
2016-11-23,22415.0
2016-11-24,22407.0
2016-11-25,22355.0
2016-11-28,22311.0
2016-11-29,22188.0
2016-11-30,22291.0
2016-12-01,22223.0
2016-12-02,22283.0
2016-12-05,22205.0
2016-12-06,22389.0
2016-12-07,22261.0
2016-12-08,22627.0
2016-12-09,22250.0
2016-12-12,22187.0
2016-12-13,22239.0
2016-12-14,22587.0
2016-12-15,22354.0
2016-12-16,22745.0
2016-12-19,22438.0
2016-12-20,22350.0
2016-12-21,22340.0
2016-12-22,22402.0
2016-12-23,22378.0
2016-12-26,22366.0
2016-12-27,22364.0
2016-12-28,22392.0
2016-12-29,22318.0
2016-12-30,22468.0
2017-01-02,22411.0
2017-01-03,22338.0
2017-01-04,22222.0
2017-01-05,22062.0
2017-01-06,22297.0
2017-01-09,22077.0
2017-01-10,22237.0
2017-01-11,22059.0
2017-01-12,22265.0
2017-01-13,22202.0
2017-01-16,22174.0
2017-01-17,22195.0
2017-01-18,22309.0
2017-01-19,22196.0
2017-01-20,22084.0
2017-01-23,22100.0
2017-01-24,22229.0
2017-01-25,22227.0
2017-01-26,22327.0
2017-01-27,22210.0
2017-01-30,22139.0
2017-01-31,22132.0
2017-02-01,22298.0
2017-02-02,22640.0
2017-02-03,22137.0
2017-02-06,22196.0
2017-02-07,22210.0
2017-02-08,22183.0
2017-02-09,22347.0
2017-02-10,22266.0
2017-02-13,22398.0
2017-02-14,22478.0
2017-02-15,22319.0
2017-02-16,22305.0
2017-02-17,22483.0
2017-02-20,22464.0
2017-02-21,22469.0
2017-02-22,22334.0
2017-02-23,22830.0
2017-02-24,22815.0
2017-02-27,22777.0
2017-02-28,22760.0
2017-03-01,22391.0
2017-03-02,22474.0
2017-03-03,22840.0
2017-03-06,22800.0
2017-03-07,22448.0
2017-03-08,22461.0
2017-03-09,22390.0
2017-03-10,22281.0
2017-03-13,22458.0
2017-03-14,22483.0
2017-03-15,22224.0
2017-03-16,22310.0
2017-03-17,22404.0
2017-03-20,22447.0
2017-03-21,22419.0
2017-03-22,22390.0
2017-03-23,22429.0
2017-03-24,22432.0
2017-03-26,22408.0
2017-03-27,22490.0
2017-03-28,22447.0
2017-03-29,22524.0
2017-03-30,22435.0
2017-04-02,22329.0
2017-04-03,22249.0
2017-04-04,22320.0
2017-04-05,22357.0
2017-04-06,22655.0
2017-04-09,22650.0
2017-04-10,22653.0
2017-04-11,22670.0
2017-04-12,22645.0
2017-04-13,22355.0
2017-04-16,22285.0
2017-04-17,22232.0
2017-04-18,22398.0
2017-04-19,22439.0
2017-04-20,22292.0
2017-04-23,22332.0
2017-04-24,22300.0
2017-04-25,22350.0
2017-04-26,22417.0
2017-04-27,22465.0
2017-04-30,22453.0
2017-05-01,22360.0
2017-05-02,22426.0
2017-05-03,22280.0
2017-05-04,22286.0
2017-05-07,22422.0
2017-05-08,22415.0
2017-05-09,22375.0
2017-05-10,22376.0
2017-05-11,22210.0
2017-05-14,22302.0
2017-05-15,22240.0
2017-05-16,22216.0
2017-05-17,22404.0
2017-05-18,22257.0
2017-05-21,22325.0
2017-05-22,22447.0
2017-05-23,22269.0
2017-05-24,22349.0
2017-05-25,22451.0
2017-05-28,22424.0
2017-05-29,22290.0
2017-05-30,22304.0
2017-05-31,22380.0
2017-06-01,22227.0
2017-06-04,22335.0
2017-06-05,22311.0
2017-06-06,22252.0
2017-06-07,22396.0
2017-06-08,22301.0
2017-06-11,22361.0
2017-06-12,22332.0
2017-06-13,22352.0
2017-06-14,22345.0
2017-06-15,22339.0
2017-06-18,22481.0
2017-06-19,22406.0
2017-06-20,22329.0
2017-06-21,22395.0
2017-06-22,22312.0
2017-06-25,22369.0
2017-06-26,22236.0
2017-06-27,22355.0
2017-06-28,22318.0
2017-06-29,22338.0
2017-07-02,22411.0
2017-07-03,22392.0
2017-07-04,22331.0
2017-07-05,22730.0
2017-07-06,22744.0
2017-07-09,22390.0
2017-07-10,22246.0
2017-07-11,22463.0
2017-07-12,22357.0
2017-07-13,22274.0
2017-07-16,22344.0
2017-07-17,22387.0
2017-07-18,22400.0
2017-07-19,22142.0
2017-07-20,22356.0
2017-07-23,22401.0
2017-07-24,22397.0
2017-07-25,22194.0
2017-07-26,22440.0
2017-07-27,22307.0
2017-07-30,22181.0
2017-07-31,22400.0
2017-08-01,22346.0
2017-08-02,22330.0
2017-08-03,22582.0
2017-08-06,22399.0
2017-08-07,22517.0
2017-08-08,22345.0
2017-08-09,22302.0
2017-08-10,22271.0
2017-08-13,22423.0
2017-08-14,22411.0
2017-08-15,22252.0
2017-08-16,22336.0
2017-08-17,22366.0
2017-08-20,22284.0
2017-08-21,22371.0
2017-08-22,22342.0
2017-08-23,22386.0
2017-08-24,22196.0
2017-08-27,22323.0
2017-08-28,22528.0
2017-08-29,22502.0
2017-08-30,22290.0
2017-08-31,22495.0
2017-09-03,22415.0
2017-09-04,22366.0
2017-09-05,22406.0
2017-09-06,22326.0
2017-09-07,22458.0
2017-09-10,22500.0
2017-09-11,22343.0
2017-09-12,22575.0
2017-09-13,22362.0
2017-09-14,22398.0
2017-09-17,22398.0
2017-09-18,22386.0
2017-09-19,22612.0
2017-09-20,22329.0
2017-09-21,22433.0
2017-09-24,22452.0
2017-09-25,22389.0
2017-09-26,22398.0
2017-09-27,22378.0
2017-09-28,22523.0
2017-10-01,22413.0
2017-10-02,22421.0
2017-10-03,22421.0
2017-10-04,22451.0
2017-10-05,22343.0
2017-10-08,22395.0
2017-10-09,22331.0
2017-10-10,22311.0
2017-10-11,22426.0
2017-10-12,22392.0
2017-10-15,22385.0
2017-10-16,22365.0
2017-10-17,22303.0
2017-10-18,22340.0
2017-10-19,22422.0
2017-10-22,22372.0
2017-10-23,22372.0
2017-10-24,22314.0
2017-10-25,22688.0
2017-10-26,22407.0
2017-10-30,22350.0
2017-10-31,22351.0
2017-11-01,22409.0
2017-11-02,22358.0
2017-11-03,22447.0
2017-11-06,22330.0
2017-11-07,22331.0
2017-11-08,22372.0
2017-11-09,22367.0
2017-11-10,22321.0
2017-11-13,22340.0
2017-11-14,22229.0
2017-11-15,22509.0
2017-11-16,22358.0
2017-11-17,22378.0
2017-11-20,22452.0
2017-11-21,22350.0
2017-11-22,22245.0
2017-11-23,22385.0
2017-11-24,22248.0
2017-11-27,22454.0
2017-11-28,22455.0
2017-11-29,22367.0
2017-11-30,22275.0
2017-12-01,22382.0
2017-12-04,22361.0
2017-12-05,22454.0
2017-12-06,22393.0
2017-12-07,22395.0
2017-12-08,22301.0
2017-12-11,22407.0
2017-12-12,22441.0
2017-12-13,22208.0
2017-12-14,22476.0
2017-12-15,22473.0
2017-12-18,22395.0
2017-12-19,22319.0
2017-12-20,22306.0
2017-12-21,22370.0
2017-12-22,22355.0
2017-12-25,22335.0
2017-12-26,22363.0
2017-12-27,22366.0
2017-12-28,22370.0
2017-12-29,22343.0
2018-01-01,22325.0
2018-01-02,22384.0
2018-01-03,22378.0
2018-01-04,22365.0
2018-01-05,22419.0
2018-01-08,22410.0
2018-01-09,22358.0
2018-01-10,22482.0
2018-01-11,22202.0
2018-01-12,22236.0
2018-01-15,22365.0
2018-01-16,22299.0
2018-01-17,22424.0
2018-01-18,22385.0
2018-01-19,22475.0
2018-01-22,22675.0
2018-01-23,22675.5
2018-01-24,22675.5
2018-01-25,22678.400390625
2018-01-26,22676.0
2018-01-29,22666.0
2018-01-30,22676.099609375
2018-01-31,22661.80078125
2018-02-01,22674.80078125
2018-02-02,22675.80078125
2018-02-05,22674.5
2018-02-06,22675.5
2018-02-07,22665.099609375
2018-02-08,22660.0
2018-02-09,22667.400390625
2018-02-12,22671.30078125
2018-02-13,22678.0
2018-02-14,22678.5
2018-02-15,22678.5
2018-02-16,22672.5
2018-02-19,22844.0
2018-02-20,22662.0
2018-02-21,22682.599609375
2018-02-22,22687.599609375
2018-02-23,22705.5
2018-02-26,22711.5
2018-02-27,22709.30078125
2018-02-28,22718.80078125
2018-03-01,22722.5
2018-03-02,22715.0
2018-03-05,22725.0
2018-03-06,22730.0
2018-03-07,22735.0
2018-03-08,22722.5
2018-03-09,22725.0
2018-03-12,22723.5
2018-03-13,22727.5
2018-03-14,22731.5
2018-03-15,22735.0
2018-03-16,22744.400390625
2018-03-19,22713.30078125
2018-03-20,22739.5
2018-03-21,22734.80078125
2018-03-22,22738.0
2018-03-23,22770.0
2018-03-25,22757.0
2018-03-26,22780.5
2018-03-27,22784.0
2018-03-28,22777.900390625
2018-03-29,22759.0
2018-04-01,22505.0
2018-04-02,22775.0
2018-04-03,22775.0
2018-04-04,22780.5
2018-04-05,22778.0
2018-04-08,22767.5
2018-04-09,22374.0
2018-04-10,22757.5
2018-04-11,22755.5
2018-04-12,22753.5
2018-04-15,22751.5
2018-04-16,22742.5
2018-04-17,22737.5
2018-04-18,22739.0
2018-04-19,22744.0
2018-04-22,22428.0
2018-04-23,22736.0
2018-04-24,22734.0
2018-04-25,22734.0
2018-04-26,22732.0
2018-04-29,22728.5
2018-04-30,22728.5
2018-05-01,22494.0
2018-05-02,22726.0
2018-05-03,22727.5
2018-05-06,22416.0
2018-05-07,22733.5
2018-05-08,22737.5
2018-05-09,22742.0
2018-05-10,22458.0
2018-05-13,22398.0
2018-05-14,22732.5
2018-05-15,22735.5
2018-05-16,22737.5
2018-05-17,22740.0
2018-05-20,22428.0
2018-05-21,22736.5
2018-05-22,22734.5
2018-05-23,22739.0
2018-05-24,22743.0
2018-05-27,22746.0
2018-05-28,22779.5
2018-05-29,22802.5
2018-05-30,22820.0
2018-05-31,22771.0
2018-06-03,22533.0
2018-06-04,22532.0
2018-06-05,22794.5
2018-06-06,22773.5
2018-06-07,22767.0
2018-06-10,22366.0
2018-06-11,22780.5
2018-06-12,22778.5
2018-06-13,22777.5
2018-06-14,22778.0
2018-06-17,22781.0
2018-06-18,22801.0
2018-06-19,22818.5
2018-06-20,22832.5
2018-06-21,22842.0
2018-06-24,22840.0
2018-06-25,22865.0
2018-06-26,22886.0
2018-06-27,22901.5
2018-06-28,22906.0
2018-07-01,22923.5
2018-07-02,22919.5
2018-07-03,23011.0
2018-07-04,23004.0
2018-07-05,23006.5
2018-07-08,22602.400390625
2018-07-09,23005.0
2018-07-10,23004.5
2018-07-11,23009.0
2018-07-12,23013.0
2018-07-15,23010.0
2018-07-16,23012.400390625
2018-07-17,23006.80078125
2018-07-18,23016.19921875
2018-07-19,23017.0
2018-07-22,22555.69921875
2018-07-23,23018.0
2018-07-24,23216.0
2018-07-25,23182.5
2018-07-26,23145.0
2018-07-29,23197.5
2018-07-30,23222.5
2018-07-31,23248.0
2018-08-01,23256.5
2018-08-02,23247.5
2018-08-05,23271.0
2018-08-06,23272.5
2018-08-07,23268.0
2018-08-08,23249.0
2018-08-09,23242.5
2018-08-12,23242.0
2018-08-13,23280.0
2018-08-14,23280.0
2018-08-15,23277.5
2018-08-16,23278.0
2018-08-19,23259.0
2018-08-20,23238.0
2018-08-21,23234.0
2018-08-22,23240.0
2018-08-23,23247.0
2018-08-26,22872.400390625
2018-08-27,23259.0
2018-08-28,23261.5
2018-08-29,23266.0
2018-08-30,23268.0
2018-09-02,23279.0
2018-09-03,23271.0
2018-09-04,23289.900390625
2018-09-05,23279.0
2018-09-06,23279.5
2018-09-09,23291.5
2018-09-10,23267.5
2018-09-11,23249.19921875
2018-09-12,23245.400390625
2018-09-13,23242.0
2018-09-16,23213.5
2018-09-17,23256.5
2018-09-18,23246.5
2018-09-19,23272.5
2018-09-20,23287.5
2018-09-23,22978.900390625
2018-09-24,23024.69921875
2018-09-25,23310.5
2018-09-26,23313.5
2018-09-27,23312.5
2018-09-30,23292.5
2018-10-01,23296.0
2018-10-02,23292.5
2018-10-03,23307.5
2018-10-04,23311.5
2018-10-07,22910.400390625
2018-10-08,23317.5
2018-10-09,23321.5
2018-10-10,23316.0
2018-10-11,23311.0
2018-10-14,23310.5
2018-10-15,23297.5
2018-10-16,23304.0
2018-10-17,23310.0
2018-10-18,23312.5
2018-10-21,23311.80078125
2018-10-22,23313.5
2018-10-23,23313.5
2018-10-24,23321.599609375
2018-10-25,23320.0
2018-10-29,22898.599609375
2018-10-30,23310.5
2018-10-31,23310.0
2018-11-01,23311.099609375
2018-11-02,23308.400390625
2018-11-05,23307.0
2018-11-06,23300.0
2018-11-07,23291.0
2018-11-08,23295.0
2018-11-09,23289.19921875
2018-11-12,23260.0
2018-11-13,23267.5
2018-11-14,23280.0
2018-11-15,23278.599609375
2018-11-16,23274.0
2018-11-19,22771.30078125
2018-11-20,23276.5
2018-11-21,23302.0
2018-11-22,23318.0
2018-11-23,23318.0
2018-11-26,23021.400390625
2018-11-27,23306.0
2018-11-28,23312.5
2018-11-29,23301.0
2018-11-30,23292.5
2018-12-03,23074.900390625
2018-12-04,23267.5
2018-12-05,23257.5
2018-12-06,23270.0
2018-12-07,23297.5
2018-12-10,23277.5
2018-12-11,23271.0
2018-12-12,23270.0
2018-12-13,23268.099609375
2018-12-14,23255.0
2018-12-17,23253.0
2018-12-18,23284.0
2018-12-19,23285.5
2018-12-20,23278.5
2018-12-21,23267.5
2018-12-24,23248.5
2018-12-25,22939.900390625
2018-12-26,23243.5
2018-12-27,23243.0
2018-12-28,23187.5
2018-12-31,23194.0
2019-01-01,23160.0
2019-01-02,23194.0
2019-01-03,23194.0
2019-01-04,23194.0
2019-01-07,23194.0
2019-01-08,23194.0
2019-01-09,23194.0
2019-01-10,23194.0
2019-01-11,23194.0
2019-01-14,23194.0
2019-01-15,23194.0
2019-01-16,23194.0
2019-01-17,23194.0
2019-01-18,23194.0
2019-01-21,23194.0
2019-01-22,23194.0
2019-01-23,23194.0
2019-01-24,23194.0
2019-01-25,23194.0
2019-01-28,22733.19921875
2019-01-29,23194.0
2019-01-30,23194.0
2019-01-31,23194.0
2019-02-01,23203.0
2019-02-04,23203.0
2019-02-05,23203.0
2019-02-06,23203.0
2019-02-07,23203.0
2019-02-08,23203.0
2019-02-11,22862.69921875
2019-02-12,23203.0
2019-02-13,23203.0
2019-02-14,23203.0
2019-02-15,23203.0
2019-02-18,23203.0
2019-02-19,23203.0
2019-02-20,23203.0
2019-02-21,23203.0
2019-02-22,23203.0
2019-02-25,22851.5
2019-02-26,23203.0
2019-02-27,23203.0
2019-02-28,23198.0
2019-03-01,23198.0
2019-03-04,23198.0
2019-03-05,23198.0
2019-03-06,23198.0
2019-03-07,23198.0
2019-03-08,23198.0
2019-03-11,22793.69921875
2019-03-12,23198.0
2019-03-13,23198.0
2019-03-14,23198.0
2019-03-15,23198.0
2019-03-18,23198.0
2019-03-19,23198.0
2019-03-20,23198.0
2019-03-21,23198.0
2019-03-22,23198.0
2019-03-25,22803.80078125
2019-03-26,23198.0
2019-03-27,23198.0
2019-03-28,23198.0
2019-03-29,23198.0
2019-03-31,23198.0
2019-04-01,23198.0
2019-04-02,23198.0
2019-04-03,23198.0
2019-04-04,23198.0
2019-04-07,23198.0
2019-04-08,23198.0
2019-04-09,23198.0
2019-04-10,23198.0
2019-04-11,23198.0
2019-04-14,22833.19921875
2019-04-15,23164.5
2019-04-16,23167.5
2019-04-17,23163.5
2019-04-18,23168.5
2019-04-21,23177.5
2019-04-22,22868.400390625
2019-04-23,23182.5
2019-04-24,23182.80078125
2019-04-25,23185.0
2019-04-28,22876.30078125
2019-04-29,23254.900390625
2019-04-30,23255.0
2019-05-01,23243.80078125
2019-05-02,23235.0
2019-05-05,23217.5
2019-05-06,23246.5
2019-05-07,23260.0
2019-05-08,23332.5
2019-05-09,23365.0
2019-05-12,23312.5
2019-05-13,23294.0
2019-05-14,23345.0
2019-05-15,23290.0
2019-05-16,23272.69921875
2019-05-19,23357.5
2019-05-20,23372.5
2019-05-21,
2019-05-22,23048.599609375
2019-05-23,23354.0
2019-05-26,22990.19921875
2019-05-27,23355.0
2019-05-28,23087.19921875
2019-05-29,23367.5
2019-05-30,23382.69921875
2019-06-02,22945.900390625
2019-06-03,23359.5
2019-06-04,23362.5
