datetime_utc,close
2015-01-02 05:00:00+00:00,56.41999816894531
2015-01-05 05:00:00+00:00,53.11000061035156
2015-01-06 05:00:00+00:00,51.099998474121094
2015-01-07 05:00:00+00:00,51.150001525878906
2015-01-08 05:00:00+00:00,50.959999084472656
2015-01-09 05:00:00+00:00,50.11000061035156
2015-01-12 05:00:00+00:00,47.43000030517578
2015-01-13 05:00:00+00:00,46.59000015258789
2015-01-14 05:00:00+00:00,48.689998626708984
2015-01-15 05:00:00+00:00,47.66999816894531
2015-01-16 05:00:00+00:00,47.689998626708984
2015-01-20 05:00:00+00:00,47.9900016784668
2015-01-21 05:00:00+00:00,49.029998779296875
2015-01-22 05:00:00+00:00,48.52000045776367
2015-01-23 05:00:00+00:00,48.790000915527344
2015-01-26 05:00:00+00:00,48.15999984741211
2015-01-27 05:00:00+00:00,49.599998474121094
2015-01-28 05:00:00+00:00,48.470001220703125
2015-01-29 05:00:00+00:00,49.130001068115234
2015-01-30 05:00:00+00:00,52.9900016784668
2015-02-02 05:00:00+00:00,54.75
2015-02-03 05:00:00+00:00,57.90999984741211
2015-02-04 05:00:00+00:00,54.15999984741211
2015-02-05 05:00:00+00:00,56.56999969482422
2015-02-06 05:00:00+00:00,57.79999923706055
2015-02-09 05:00:00+00:00,58.34000015258789
2015-02-10 05:00:00+00:00,56.43000030517578
2015-02-11 05:00:00+00:00,54.65999984741211
2015-02-12 05:00:00+00:00,57.04999923706055
2015-02-13 05:00:00+00:00,57.38999938964844
2015-02-17 05:00:00+00:00,62.529998779296875
2015-02-18 05:00:00+00:00,60.529998779296875
2015-02-19 05:00:00+00:00,60.209999084472656
2015-02-20 05:00:00+00:00,60.220001220703125
2015-02-23 05:00:00+00:00,58.900001525878906
2015-02-24 05:00:00+00:00,58.65999984741211
2015-02-25 05:00:00+00:00,61.630001068115234
2015-02-26 05:00:00+00:00,60.04999923706055
2015-02-27 05:00:00+00:00,62.58000183105469
2015-03-02 05:00:00+00:00,59.540000915527344
2015-03-03 05:00:00+00:00,61.02000045776367
2015-03-04 05:00:00+00:00,60.54999923706055
2015-03-05 05:00:00+00:00,60.47999954223633
2015-03-06 05:00:00+00:00,59.72999954223633
2015-03-09 04:00:00+00:00,58.529998779296875
2015-03-10 04:00:00+00:00,56.38999938964844
2015-03-11 04:00:00+00:00,57.540000915527344
2015-03-12 04:00:00+00:00,57.08000183105469
2015-03-13 04:00:00+00:00,54.66999816894531
2015-03-16 04:00:00+00:00,53.439998626708984
2015-03-17 04:00:00+00:00,53.43000030517578
2015-03-18 04:00:00+00:00,55.90999984741211
2015-03-19 04:00:00+00:00,54.43000030517578
2015-03-20 04:00:00+00:00,55.31999969482422
2015-03-23 04:00:00+00:00,55.91999816894531
2015-03-24 04:00:00+00:00,55.11000061035156
2015-03-25 04:00:00+00:00,56.47999954223633
2015-03-26 04:00:00+00:00,59.189998626708984
2015-03-27 04:00:00+00:00,56.40999984741211
2015-03-30 04:00:00+00:00,56.290000915527344
2015-03-31 04:00:00+00:00,55.11000061035156
2015-04-01 04:00:00+00:00,57.099998474121094
2015-04-02 04:00:00+00:00,54.95000076293945
2015-04-06 04:00:00+00:00,58.119998931884766
2015-04-07 04:00:00+00:00,59.099998474121094
2015-04-08 04:00:00+00:00,55.54999923706055
2015-04-09 04:00:00+00:00,56.56999969482422
2015-04-10 04:00:00+00:00,57.869998931884766
2015-04-13 04:00:00+00:00,57.93000030517578
2015-04-14 04:00:00+00:00,58.43000030517578
2015-04-15 04:00:00+00:00,60.31999969482422
2015-04-16 04:00:00+00:00,60.400001525878906
2015-04-17 04:00:00+00:00,63.45000076293945
2015-04-20 04:00:00+00:00,63.45000076293945
2015-04-21 04:00:00+00:00,62.08000183105469
2015-04-22 04:00:00+00:00,62.72999954223633
2015-04-23 04:00:00+00:00,64.8499984741211
2015-04-24 04:00:00+00:00,65.27999877929688
2015-04-27 04:00:00+00:00,64.83000183105469
2015-04-28 04:00:00+00:00,64.63999938964844
2015-04-29 04:00:00+00:00,65.83999633789062
2015-04-30 04:00:00+00:00,66.77999877929688
2015-05-01 04:00:00+00:00,66.45999908447266
2015-05-04 04:00:00+00:00,66.44999694824219
2015-05-05 04:00:00+00:00,67.5199966430664
2015-05-06 04:00:00+00:00,67.7699966430664
2015-05-07 04:00:00+00:00,65.54000091552734
